id,antelope_duiker,bird,blank,civet_genet,hog,leopard,monkey_prosimian,rodent
ZJ000161,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000168,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000170,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000171,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000172,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000176,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000178,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000180,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000185,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000186,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000189,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000190,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000191,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000193,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000195,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000196,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000202,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000207,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000210,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000218,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000220,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ000221,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000228,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000229,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000230,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000232,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000234,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000237,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000240,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000241,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000244,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000251,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000252,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000253,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000257,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000259,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000260,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000269,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000270,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000274,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000276,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000278,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000279,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000280,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ000286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000292,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000295,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000300,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000301,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000303,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000305,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000308,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000310,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ000311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000314,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000315,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000316,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000320,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000321,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000327,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000329,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000331,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ000332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000340,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ZJ000344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ZJ000348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZJ000349,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000350,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ZJ000351,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ZJ000352,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZJ000354,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ZJ000355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
